EACODE;source;value
20901034;DoIWD;4
20901034;Madzi Alipo;4
20901035;CJF;5
20901035;DoIWD;21
20901035;Madzi Alipo;25
20901036;DoIWD;11
20901036;Madzi Alipo;14
20901037;DoIWD;2
20901037;Madzi Alipo;2
20901038;Madzi Alipo;1
20901039;DoIWD;4
20901039;Madzi Alipo;4
20901041;Madzi Alipo;4
20901043;DoIWD;2
20901043;Madzi Alipo;6
20901044;DoIWD;2
20901044;Madzi Alipo;2
20901047;DoIWD;13
20901047;Madzi Alipo;13
20901048;DoIWD;1
20901048;Madzi Alipo;1
20901801;DoIWD;9
20901801;Madzi Alipo;4
20901802;DoIWD;6
20901802;Madzi Alipo;9
20901902;DoIWD;1
20901902;Madzi Alipo;1
20902001;DoIWD;19
20902001;Madzi Alipo;14
20902002;DoIWD;5
20902002;Madzi Alipo;11
20902003;DoIWD;8
20902003;Madzi Alipo;18
20902004;DoIWD;4
20902004;Madzi Alipo;7
20902005;DoIWD;5
20902005;Madzi Alipo;11
20902006;DoIWD;8
20902006;Madzi Alipo;3
20902007;DoIWD;5
20902007;Madzi Alipo;14
20902008;DoIWD;4
20902008;Madzi Alipo;3
20902009;DoIWD;3
20902009;Madzi Alipo;6
20902010;CJF;2
20902010;DoIWD;5
20902010;Madzi Alipo;7
20902011;DoIWD;10
20902011;Madzi Alipo;9
20902012;DoIWD;12
20902012;Madzi Alipo;20
20902013;DoIWD;13
20902013;Madzi Alipo;9
20902014;DoIWD;6
20902014;Madzi Alipo;5
20902015;DoIWD;23
20902015;Madzi Alipo;18
20902016;DoIWD;24
20902016;Madzi Alipo;34
20902017;DoIWD;9
20902017;Madzi Alipo;20
20902018;DoIWD;5
20902018;Madzi Alipo;4
20902019;DoIWD;7
20902019;Madzi Alipo;7
20902020;DoIWD;8
20902020;Madzi Alipo;6
20902021;DoIWD;7
20902021;Madzi Alipo;6
20902022;DoIWD;4
20902022;Madzi Alipo;3
20902023;DoIWD;4
20902023;Madzi Alipo;3
20902024;DoIWD;3
20902024;Madzi Alipo;2
20902025;DoIWD;6
20902025;Madzi Alipo;5
20902026;DoIWD;6
20902026;Madzi Alipo;7
20902027;DoIWD;24
20902027;Madzi Alipo;28
20902028;DoIWD;7
20902028;Madzi Alipo;5
20902029;DoIWD;7
20902029;Madzi Alipo;6
20902030;DoIWD;7
20902030;Madzi Alipo;9
20902031;DoIWD;3
20902032;CJF;1
20902032;DoIWD;2
20902032;Madzi Alipo;5
20902033;DoIWD;13
20902033;Madzi Alipo;13
20902035;DoIWD;7
20902035;Madzi Alipo;8
20902036;CJF;3
20902036;DoIWD;8
20902036;Madzi Alipo;19
20902037;DoIWD;1
20902037;Madzi Alipo;6
20902801;DoIWD;4
20902801;Madzi Alipo;10
20902901;Madzi Alipo;3
20903001;DoIWD;4
20903001;Madzi Alipo;5
20903002;DoIWD;5
20903002;Madzi Alipo;7
20903003;DoIWD;7
20903003;Madzi Alipo;9
20903004;DoIWD;6
20903004;Madzi Alipo;13
20903005;DoIWD;7
20903005;Madzi Alipo;10
20903006;DoIWD;10
20903006;Madzi Alipo;12
20903007;DoIWD;5
20903007;Madzi Alipo;2
20903008;DoIWD;5
20903008;Madzi Alipo;14
20903009;DoIWD;7
20903009;Madzi Alipo;9
20903010;DoIWD;14
20903010;Madzi Alipo;17
20903011;DoIWD;9
20903011;Madzi Alipo;12
20903012;DoIWD;5
20903012;Madzi Alipo;5
20903013;DoIWD;9
20903013;Madzi Alipo;14
20903014;DoIWD;8
20903014;Madzi Alipo;12
20903015;DoIWD;11
20903015;Madzi Alipo;22
20903016;DoIWD;10
20903016;Madzi Alipo;23
20903017;DoIWD;11
20903017;Madzi Alipo;6
20903018;DoIWD;7
20903018;Madzi Alipo;27
20903019;DoIWD;9
20903019;Madzi Alipo;20
20903020;DoIWD;8
20903020;Madzi Alipo;15
20903021;DoIWD;9
20903021;Madzi Alipo;10
20903022;DoIWD;4
20903022;Madzi Alipo;16
20903023;DoIWD;9
20903023;Madzi Alipo;13
20903024;DoIWD;11
20903024;Madzi Alipo;10
20903025;DoIWD;13
20903025;Madzi Alipo;20
20903026;DoIWD;7
20903026;Madzi Alipo;14
20903026;WPDx;2
20903027;DoIWD;9
20903027;Madzi Alipo;13
20903028;DoIWD;10
20903028;Madzi Alipo;17
20903029;DoIWD;4
20903029;Madzi Alipo;8
20903030;DoIWD;13
20903030;Madzi Alipo;19
20903031;DoIWD;2
20903031;Madzi Alipo;4
20903032;DoIWD;4
20903032;Madzi Alipo;8
20903033;DoIWD;5
20903033;Madzi Alipo;9
20903034;DoIWD;1
20903034;Madzi Alipo;9
20903035;CJF;2
20903035;DoIWD;4
20903035;Madzi Alipo;19
20903036;DoIWD;10
20903036;Madzi Alipo;15
20903901;DoIWD;2
20903901;Madzi Alipo;3
20904001;DoIWD;9
20904001;Madzi Alipo;9
20904002;DoIWD;3
20904002;Madzi Alipo;4
20904003;DoIWD;4
20904003;Madzi Alipo;4
20904004;DoIWD;7
20904004;Madzi Alipo;6
20904005;DoIWD;2
20904005;Madzi Alipo;1
20904006;DoIWD;7
20904006;Madzi Alipo;10
20904007;DoIWD;10
20904007;Madzi Alipo;6
20904008;DoIWD;1
20904008;Madzi Alipo;3
20904009;DoIWD;4
20904009;Madzi Alipo;4
20904010;DoIWD;12
20904010;Madzi Alipo;14
20904011;DoIWD;13
20904011;Madzi Alipo;12
20904012;DoIWD;6
20904012;Madzi Alipo;11
20904013;DoIWD;7
20904013;Madzi Alipo;11
20904014;DoIWD;13
20904014;Madzi Alipo;7
20904015;DoIWD;9
20904015;Madzi Alipo;6
20904016;DoIWD;16
20904016;Madzi Alipo;26
20904017;DoIWD;2
20904017;Madzi Alipo;9
20904018;DoIWD;21
20904018;Madzi Alipo;23
20904019;DoIWD;1
20904019;Madzi Alipo;3
20904020;DoIWD;4
20904020;Madzi Alipo;6
20904021;DoIWD;4
20904021;Madzi Alipo;4
20904022;DoIWD;5
20904022;Madzi Alipo;6
20904023;DoIWD;10
20904023;Madzi Alipo;5
20904024;DoIWD;13
20904024;Madzi Alipo;16
20904025;DoIWD;13
20904025;Madzi Alipo;11
20904026;DoIWD;7
20904026;Madzi Alipo;4
20904027;DoIWD;9
20904027;Madzi Alipo;10
20904028;DoIWD;7
20904028;Madzi Alipo;6
20904029;DoIWD;4
20904029;Madzi Alipo;4
20904030;DoIWD;4
20904030;Madzi Alipo;4
20904031;DoIWD;4
20904031;Madzi Alipo;4
20904032;DoIWD;1
20904032;Madzi Alipo;1
20904033;DoIWD;4
20904033;Madzi Alipo;6
20904034;DoIWD;6
20904034;Madzi Alipo;6
20904035;DoIWD;4
20904035;Madzi Alipo;18
20904036;DoIWD;8
20904036;Madzi Alipo;18
20904037;DoIWD;4
20904037;Madzi Alipo;1
20904038;Madzi Alipo;8
20904039;DoIWD;8
20904039;Madzi Alipo;17
20904040;DoIWD;12
20904040;Madzi Alipo;11
20904041;DoIWD;1
20904041;Madzi Alipo;3
20904042;Madzi Alipo;2
20904043;DoIWD;2
20904043;Madzi Alipo;2
20904044;DoIWD;1
20904044;Madzi Alipo;1
20904045;DoIWD;17
20904045;Madzi Alipo;13
20904046;DoIWD;2
20904046;Madzi Alipo;15
20904047;DoIWD;20
20904047;Madzi Alipo;50
20904047;WPDx;2
20904048;DoIWD;11
20904048;Madzi Alipo;43
20904048;WPDx;1
20904049;DoIWD;7
20904049;Madzi Alipo;15
20904050;DoIWD;4
20904050;Madzi Alipo;14
20904051;DoIWD;4
20904051;Madzi Alipo;22
20904051;WPDx;1
20904052;DoIWD;8
20904052;Madzi Alipo;13
20904053;DoIWD;7
20904053;Madzi Alipo;7
20904054;DoIWD;16
20904054;Madzi Alipo;20
20904054;WPDx;1
20904055;DoIWD;7
20904055;Madzi Alipo;6
20904056;DoIWD;3
20904056;Madzi Alipo;7
20904057;DoIWD;7
20904057;Madzi Alipo;4
20904058;DoIWD;7
20904058;Madzi Alipo;14
20904059;DoIWD;8
20904059;Madzi Alipo;17
20904060;DoIWD;1
20904060;Madzi Alipo;12
20904061;DoIWD;7
20904061;Madzi Alipo;13
20904062;DoIWD;7
20904062;Madzi Alipo;31
20904062;PCI;2
20904063;DoIWD;15
20904063;Madzi Alipo;24
20904064;DoIWD;9
20904064;Madzi Alipo;22
20904065;DoIWD;3
20904065;Madzi Alipo;12
20904065;PCI;1
20904801;DoIWD;18
20904801;Madzi Alipo;21
20905001;DoIWD;1
20905001;Madzi Alipo;2
20905002;CJF;6
20905002;DoIWD;12
20905002;Madzi Alipo;36
20905002;WPDx;1
20905003;CJF;1
20905003;DoIWD;12
20905003;Madzi Alipo;31
20905003;WPDx;1
20905004;DoIWD;9
20905004;Madzi Alipo;21
20905005;DoIWD;7
20905005;Madzi Alipo;24
20905006;DoIWD;3
20905006;Madzi Alipo;10
20905007;DoIWD;6
20905007;Madzi Alipo;10
20905008;DoIWD;19
20905008;Madzi Alipo;32
20905009;CJF;2
20905009;DoIWD;14
20905009;Madzi Alipo;34
20905010;DoIWD;7
20905010;Madzi Alipo;21
20905011;CJF;1
20905011;DoIWD;12
20905011;Madzi Alipo;31
20905012;CJF;16
20905012;DoIWD;7
20905012;Madzi Alipo;17
20905013;CJF;13
20905013;DoIWD;18
20905013;Madzi Alipo;45
20906001;DoIWD;9
20906001;Madzi Alipo;5
20906002;DoIWD;10
20906002;Madzi Alipo;9
20906003;DoIWD;15
20906003;Madzi Alipo;8
20906003;WPDx;1
20906004;DoIWD;4
20906004;Madzi Alipo;10
20906005;DoIWD;6
20906005;Madzi Alipo;13
20906006;DoIWD;8
20906006;Madzi Alipo;8
20906007;CJF;3
20906007;DoIWD;4
20906007;Madzi Alipo;4
20906008;CJF;2
20906008;DoIWD;3
20906008;Madzi Alipo;3
20906009;DoIWD;2
20906010;CJF;1
20906010;DoIWD;9
20906010;Madzi Alipo;12
20906010;WPDx;1
20906011;DoIWD;10
20906011;Madzi Alipo;11
20906012;DoIWD;9
20906012;Madzi Alipo;7
20906013;DoIWD;7
20906013;Madzi Alipo;7
20906014;DoIWD;10
20906014;Madzi Alipo;10
20906014;WPDx;2
20906015;DoIWD;11
20906015;Madzi Alipo;24
20906016;DoIWD;8
20906016;Madzi Alipo;12
20906017;DoIWD;6
20906017;Madzi Alipo;15
20906018;DoIWD;10
20906018;Madzi Alipo;28
20906019;DoIWD;3
20906019;Madzi Alipo;5
20906020;DoIWD;8
20906020;Madzi Alipo;12
20906021;DoIWD;7
20906021;Madzi Alipo;12
20906022;DoIWD;9
20906022;Madzi Alipo;11
20906023;Madzi Alipo;4
20906024;DoIWD;11
20906024;Madzi Alipo;24
20906025;DoIWD;8
20906025;Madzi Alipo;15
20906026;DoIWD;5
20906026;Madzi Alipo;7
20906027;DoIWD;5
20906027;Madzi Alipo;11
20906028;DoIWD;9
20906028;Madzi Alipo;18
20906029;Madzi Alipo;2
20906030;DoIWD;4
20906030;Madzi Alipo;11
20906031;DoIWD;1
20906032;DoIWD;11
20906032;Madzi Alipo;22
20906033;DoIWD;4
20906033;Madzi Alipo;9
20906034;DoIWD;4
20906034;Madzi Alipo;14
20906035;DoIWD;4
20906035;Madzi Alipo;5
20906036;DoIWD;5
20906036;Madzi Alipo;5
20906037;DoIWD;3
20906037;Madzi Alipo;3
20906038;DoIWD;10
20906038;Madzi Alipo;10
20906039;DoIWD;2
20906039;Madzi Alipo;3
20906040;DoIWD;4
20906040;Madzi Alipo;2
20906041;DoIWD;4
20906041;Madzi Alipo;4
20906042;DoIWD;3
20906042;Madzi Alipo;3
20906801;CJF;4
20906801;DoIWD;7
20906801;WPDx;1
20907001;DoIWD;4
20907001;Madzi Alipo;4
20907002;DoIWD;10
20907002;Madzi Alipo;7
20907003;DoIWD;2
20907003;Madzi Alipo;1
20907004;DoIWD;3
20907004;Madzi Alipo;7
20907005;DoIWD;6
20907005;Madzi Alipo;4
20907006;DoIWD;6
20907006;Madzi Alipo;6
20907007;DoIWD;8
20907007;Madzi Alipo;9
20907008;DoIWD;5
20907008;Madzi Alipo;6
20907009;DoIWD;9
20907009;Madzi Alipo;9
20907010;DoIWD;10
20907010;Madzi Alipo;7
20907011;DoIWD;4
20907011;Madzi Alipo;2
20907012;DoIWD;8
20907012;Madzi Alipo;12
20907013;DoIWD;3
20907013;Madzi Alipo;7
20907014;DoIWD;5
20907014;Madzi Alipo;1
20907015;DoIWD;8
20907015;Madzi Alipo;10
20907016;DoIWD;10
20907016;Madzi Alipo;5
20907017;DoIWD;15
20907017;Madzi Alipo;22
20907018;Madzi Alipo;3
20907019;Madzi Alipo;3
20907801;DoIWD;6
20907801;Madzi Alipo;10
20907802;CJF;4
20907802;DoIWD;13
20907802;Madzi Alipo;15
20908001;DoIWD;9
20908001;Madzi Alipo;9
20908002;DoIWD;16
20908002;Madzi Alipo;37
20908003;DoIWD;7
20908003;Madzi Alipo;9
20908004;DoIWD;8
20908004;Madzi Alipo;6
20908005;DoIWD;9
20908005;Madzi Alipo;12
20908006;DoIWD;5
20908006;Madzi Alipo;10
20908007;DoIWD;7
20908007;Madzi Alipo;5
20908008;DoIWD;8
20908008;Madzi Alipo;21
20908008;OSM;2
20908009;DoIWD;16
20908009;Madzi Alipo;20
20908010;DoIWD;5
20908010;Madzi Alipo;10
20908011;DoIWD;9
20908011;Madzi Alipo;9
20908012;DoIWD;12
20908012;Madzi Alipo;10
20908013;DoIWD;19
20908013;Madzi Alipo;15
20908014;DoIWD;17
20908014;Madzi Alipo;16
20908015;DoIWD;3
20908015;Madzi Alipo;1
20908016;DoIWD;4
20908016;Madzi Alipo;6
20908017;DoIWD;9
20908017;Madzi Alipo;22
20908018;DoIWD;4
20908018;Madzi Alipo;9
20908019;DoIWD;20
20908019;Madzi Alipo;23
20908020;DoIWD;5
20908020;Madzi Alipo;8
20908021;DoIWD;6
20908021;Madzi Alipo;5
20908022;DoIWD;7
20908022;Madzi Alipo;5
20908023;DoIWD;2
20908023;Madzi Alipo;4
20908024;DoIWD;23
20908024;Madzi Alipo;25
20908025;DoIWD;1
20908025;Madzi Alipo;2
20908026;DoIWD;1
20908030;DoIWD;4
20908030;Madzi Alipo;4
20908031;DoIWD;2
20908031;Madzi Alipo;2
20908032;DoIWD;2
20908032;Madzi Alipo;1
20908033;DoIWD;4
20908033;Madzi Alipo;7
20908034;DoIWD;17
20908034;Madzi Alipo;19
20908035;DoIWD;2
20908035;Madzi Alipo;2
20908036;DoIWD;9
20908036;Madzi Alipo;10
20908037;DoIWD;6
20908037;Madzi Alipo;3
20908038;DoIWD;6
20908038;Madzi Alipo;8
20908039;DoIWD;7
20908039;Madzi Alipo;10
20908040;DoIWD;11
20908040;Madzi Alipo;11
20908041;DoIWD;12
20908041;Madzi Alipo;10
20908042;DoIWD;12
20908042;Madzi Alipo;12
20908043;DoIWD;8
20908043;Madzi Alipo;7
20908044;DoIWD;11
20908044;Madzi Alipo;13
20908045;DoIWD;5
20908045;Madzi Alipo;4
20908046;DoIWD;14
20908046;Madzi Alipo;14
20908047;DoIWD;6
20908047;Madzi Alipo;7
20908048;CJF;3
20908048;DoIWD;11
20908048;Madzi Alipo;12
20908049;DoIWD;1
20908049;Madzi Alipo;2
20908050;DoIWD;7
20908050;Madzi Alipo;5
20908051;DoIWD;3
20908051;Madzi Alipo;3
20908052;DoIWD;12
20908052;Madzi Alipo;13
20908053;DoIWD;11
20908053;Madzi Alipo;14
20908054;DoIWD;3
20908054;Madzi Alipo;5
20908057;DoIWD;1
20908057;Madzi Alipo;1
20908058;DoIWD;4
20908058;Madzi Alipo;4
20908059;DoIWD;9
20908059;Madzi Alipo;9
20908060;DoIWD;10
20908060;Madzi Alipo;7
20908061;DoIWD;9
20908061;Madzi Alipo;8
20908062;DoIWD;13
20908062;Madzi Alipo;11
20908063;DoIWD;6
20908063;Madzi Alipo;6
20908064;DoIWD;8
20908064;Madzi Alipo;8
20908065;DoIWD;3
20908065;Madzi Alipo;3
20908801;DoIWD;12
20908801;Madzi Alipo;13
20908802;DoIWD;14
20908802;Madzi Alipo;32
20908803;DoIWD;11
20908803;Madzi Alipo;5
20908804;DoIWD;12
20908804;Madzi Alipo;15
20908805;DoIWD;6
20908805;Madzi Alipo;4
20908901;Madzi Alipo;2
20909001;DoIWD;3
20909001;Madzi Alipo;8
20909002;DoIWD;4
20909002;Madzi Alipo;2
20909003;DoIWD;4
20909003;Madzi Alipo;10
20909004;DoIWD;22
20909004;Madzi Alipo;32
20909005;DoIWD;6
20909005;Madzi Alipo;9
20909006;DoIWD;6
20909006;Madzi Alipo;15
20909007;DoIWD;3
20909007;Madzi Alipo;10
20909008;DoIWD;4
20909008;Madzi Alipo;9
20909009;DoIWD;3
20909009;Madzi Alipo;4
20909009;OSM;1
20909009;WPDx;4
20909010;DoIWD;9
20909010;Madzi Alipo;2
20909011;DoIWD;15
20909011;Madzi Alipo;14
20909011;WPDx;1
20909012;DoIWD;12
20909012;Madzi Alipo;13
20909013;DoIWD;9
20909013;Madzi Alipo;18
20909014;DoIWD;4
20909014;Madzi Alipo;7
20909015;DoIWD;5
20909015;Madzi Alipo;15
20909016;DoIWD;8
20909016;Madzi Alipo;12
20909017;DoIWD;18
20909017;Madzi Alipo;16
20920701;DoIWD;2
20920701;Madzi Alipo;7
20920702;DoIWD;1
20920702;Madzi Alipo;4
20920703;CJF;2
20920703;DoIWD;7
20920703;Madzi Alipo;26
20920703;WPDx;1
20920704;DoIWD;6
20920704;Madzi Alipo;12
20920705;Madzi Alipo;6
20920706;CJF;1
20920706;DoIWD;10
20920706;Madzi Alipo;16
30101001;DoIWD;12
30101001;Madzi Alipo;1
30101001;WPDx;1
30101002;DoIWD;6
30101003;DoIWD;1
30101004;DoIWD;10
30101004;OSM;1
30101005;DoIWD;2
30101005;Madzi Alipo;1
30101005;OSM;2
30101006;DoIWD;4
30101007;DoIWD;9
30101008;DoIWD;3
30101008;Madzi Alipo;1
30101009;DoIWD;6
30101010;DoIWD;9
30101010;Madzi Alipo;2
30101011;DoIWD;11
30101012;DoIWD;5
30101012;OSM;1
30101013;DoIWD;6
30101013;OSM;7
30101014;DoIWD;3
30101014;Madzi Alipo;1
30101014;OSM;1
30101014;WPDx;1
30101015;DoIWD;5
30101015;Madzi Alipo;1
30101016;DoIWD;7
30101017;DoIWD;1
30101018;DoIWD;8
30101018;Madzi Alipo;1
30101019;DoIWD;2
30101019;Madzi Alipo;1
30101020;DoIWD;11
30101020;Madzi Alipo;2
30101020;WPDx;2
30101021;DoIWD;4
30101022;DoIWD;4
30101022;Madzi Alipo;1
30101023;DoIWD;2
30101024;DoIWD;3
30101024;Madzi Alipo;1
30101025;DoIWD;5
30101025;Madzi Alipo;1
30101026;DoIWD;4
30101026;Madzi Alipo;2
30101027;DoIWD;7
30101027;OSM;7
30101028;DoIWD;5
30101030;DoIWD;2
30101031;DoIWD;9
30101031;Madzi Alipo;2
30101031;OSM;4
30101032;DoIWD;3
30101033;DoIWD;8
30101033;Madzi Alipo;1
30101034;DoIWD;5
30101034;Madzi Alipo;2
30101035;DoIWD;1
30101036;DoIWD;4
30101037;DoIWD;4
30101038;DoIWD;16
30101038;Madzi Alipo;1
30101039;DoIWD;6
30101040;DoIWD;15
30101041;DoIWD;8
30101041;Madzi Alipo;1
30101042;DoIWD;14
30101043;DoIWD;2
30101044;DoIWD;4
30101044;Madzi Alipo;1
30101046;DoIWD;6
30101046;Madzi Alipo;2
30101047;DoIWD;13
30101047;Madzi Alipo;7
30101047;WPDx;6
30101049;DoIWD;1
30101049;Madzi Alipo;2
30101049;WPDx;2
30101050;DoIWD;9
30101051;DoIWD;6
30101052;DoIWD;1
30101052;Madzi Alipo;1
30101053;DoIWD;8
30101053;Madzi Alipo;9
30101054;DoIWD;6
30101055;DoIWD;3
30101055;Madzi Alipo;1
30101056;DoIWD;6
30101056;Madzi Alipo;1
30101057;DoIWD;6
30101057;Madzi Alipo;1
30101058;DoIWD;3
30101059;DoIWD;5
30101060;DoIWD;2
30101061;DoIWD;2
30101062;DoIWD;2
30101063;DoIWD;3
30101063;Madzi Alipo;1
30101064;DoIWD;4
30101065;DoIWD;5
30101065;Madzi Alipo;1
30101066;DoIWD;3
30101066;Madzi Alipo;1
30101067;DoIWD;8
30101068;DoIWD;2
30101068;Madzi Alipo;1
30101069;DoIWD;1
30101070;DoIWD;2
30101071;DoIWD;2
30101072;DoIWD;6
30101074;DoIWD;1
30101075;Madzi Alipo;1
30101076;DoIWD;1
30101077;DoIWD;11
30101077;Madzi Alipo;2
30101078;DoIWD;1
30101801;DoIWD;4
30101802;DoIWD;2
30101803;DoIWD;4
30101804;DoIWD;2
30101805;DoIWD;4
30101805;Madzi Alipo;1
30101901;DoIWD;1
30102001;DoIWD;1
30102001;Madzi Alipo;7
30102002;DoIWD;2
30102002;Madzi Alipo;2
30102003;DoIWD;2
30102003;Madzi Alipo;1
30102004;DoIWD;4
30102004;Madzi Alipo;1
30102005;DoIWD;3
30102005;Madzi Alipo;1
30102006;DoIWD;3
30102006;Madzi Alipo;1
30102007;DoIWD;1
30102008;DoIWD;5
30102008;Madzi Alipo;2
30102009;DoIWD;2
30102009;Madzi Alipo;2
30102011;DoIWD;1
30102012;DoIWD;6
30102012;Madzi Alipo;1
30102013;DoIWD;4
30102013;Madzi Alipo;2
30102014;DoIWD;2
30102016;DoIWD;1
30102017;DoIWD;1
30102018;DoIWD;4
30102019;DoIWD;3
30102021;Madzi Alipo;1
30102022;DoIWD;1
30102022;OSM;1
30102023;DoIWD;2
30102024;DoIWD;5
30102024;Madzi Alipo;1
30102024;OSM;7
30102025;DoIWD;8
30102025;OSM;3
30102026;DoIWD;7
30102026;Madzi Alipo;3
30102026;OSM;2
30102026;WPDx;2
30102027;DoIWD;12
30102028;DoIWD;4
30102028;OSM;4
30102029;DoIWD;11
30102029;Madzi Alipo;2
30102029;OSM;3
30102029;WPDx;1
30102030;DoIWD;5
30102030;OSM;1
30102033;DoIWD;4
30102034;DoIWD;2
30102035;DoIWD;3
30102036;DoIWD;2
30102037;DoIWD;3
30102038;DoIWD;3
30102039;DoIWD;2
30102039;Madzi Alipo;1
30102040;DoIWD;2
30102040;Madzi Alipo;1
30102041;DoIWD;4
30102041;Madzi Alipo;1
30102042;DoIWD;3
30102043;DoIWD;4
30102044;DoIWD;7
30102044;Madzi Alipo;2
30102045;DoIWD;3
30102045;Madzi Alipo;1
30102046;DoIWD;1
30102049;DoIWD;1
30102050;DoIWD;2
30102052;Madzi Alipo;2
30102052;WPDx;1
30102054;DoIWD;5
30102055;DoIWD;2
30102055;Madzi Alipo;2
30102055;WPDx;1
30102056;DoIWD;5
30102056;Madzi Alipo;6
30102056;OSM;3
30102057;DoIWD;3
30102057;Madzi Alipo;1
30102057;WPDx;1
30102059;DoIWD;1
30102059;Madzi Alipo;1
30102059;WPDx;1
30102060;DoIWD;6
30102061;DoIWD;6
30102061;Madzi Alipo;3
30102061;WPDx;3
30102062;DoIWD;2
30102063;DoIWD;4
30102064;DoIWD;6
30102064;Madzi Alipo;2
30102064;WPDx;1
30102065;DoIWD;4
30102065;Madzi Alipo;3
30102065;OSM;2
30102065;WPDx;2
30102066;DoIWD;1
30102067;DoIWD;9
30102067;Madzi Alipo;1
30102067;OSM;11
30102068;DoIWD;1
30102069;DoIWD;2
30102069;OSM;4
30102070;DoIWD;3
30102070;Madzi Alipo;2
30102070;WPDx;1
30102071;DoIWD;5
30102071;Madzi Alipo;3
30102071;WPDx;2
30102073;DoIWD;4
30102073;Madzi Alipo;2
30102073;OSM;3
30102075;DoIWD;1
30102076;DoIWD;3
30102077;DoIWD;3
30102079;DoIWD;2
30102080;DoIWD;1
30102081;DoIWD;3
30102082;DoIWD;7
30102083;DoIWD;7
30102083;Madzi Alipo;2
30102084;DoIWD;4
30102084;Madzi Alipo;1
30102801;DoIWD;2
30102802;DoIWD;6
30102802;Madzi Alipo;1
30102802;OSM;2
30102803;DoIWD;9
30102803;Madzi Alipo;1
30102804;DoIWD;3
30103001;DoIWD;6
30103002;DoIWD;6
30103002;OSM;6
30103003;DoIWD;6
30103005;DoIWD;4
30103006;DoIWD;3
30103007;DoIWD;2
30103009;DoIWD;3
30103010;DoIWD;3
30103011;DoIWD;9
30103012;DoIWD;5
30103013;DoIWD;5
30103014;DoIWD;20
30103014;Madzi Alipo;4
30103014;WPDx;2
30103015;DoIWD;38
30103015;Madzi Alipo;1
30103015;WPDx;1
30103016;DoIWD;6
30103016;Madzi Alipo;3
30103017;DoIWD;7
30103017;Madzi Alipo;3
30103018;DoIWD;11
30103019;DoIWD;3
30103019;Madzi Alipo;1
30103020;DoIWD;2
30103021;DoIWD;8
30103021;Madzi Alipo;5
30103022;DoIWD;3
30103022;Madzi Alipo;1
30103023;DoIWD;13
30103023;Madzi Alipo;5
30103023;WPDx;5
30103024;DoIWD;17
30103024;Madzi Alipo;1
30103024;WPDx;1
30103025;DoIWD;2
30103026;DoIWD;6
30103026;Madzi Alipo;3
30103026;WPDx;2
30103027;DoIWD;18
30103027;Madzi Alipo;3
30103027;OSM;1
30103027;WPDx;1
30103028;DoIWD;16
30103028;Madzi Alipo;4
30103029;DoIWD;4
30103029;Madzi Alipo;2
30103030;DoIWD;14
30103030;Madzi Alipo;1
30103031;DoIWD;9
30103031;Madzi Alipo;1
30103031;OSM;1
30103032;DoIWD;4
30103033;DoIWD;7
30103033;Madzi Alipo;2
30103034;DoIWD;21
30103034;Madzi Alipo;1
30103034;DoS;1
30103035;DoIWD;4
30103036;DoIWD;7
30103037;DoIWD;2
30103038;DoIWD;4
30103039;DoIWD;6
30103040;DoIWD;2
30103041;DoIWD;7
30103041;Madzi Alipo;1
30103042;DoIWD;19
30103042;Madzi Alipo;2
30103043;DoIWD;3
30103043;Madzi Alipo;2
30103043;WPDx;2
30103044;DoIWD;4
30103044;Madzi Alipo;1
30103045;DoIWD;10
30103045;Madzi Alipo;4
30103045;OSM;1
30103046;DoIWD;11
30103046;Madzi Alipo;4
30103047;DoIWD;2
30103047;Madzi Alipo;2
30103048;DoIWD;8
30103048;Madzi Alipo;4
30103049;DoIWD;1
30103049;Madzi Alipo;3
30103050;DoIWD;1
30103050;Madzi Alipo;1
30103051;DoIWD;11
30103052;DoIWD;33
30103053;DoIWD;18
30103053;Madzi Alipo;1
30103053;WPDx;1
30103054;DoIWD;2
30103054;Madzi Alipo;3
30103055;Madzi Alipo;18
30103056;DoIWD;3
30103056;Madzi Alipo;1
30103056;OSM;3
30103057;DoIWD;21
30103057;Madzi Alipo;3
30103057;OSM;4
30103058;DoIWD;6
30103058;Madzi Alipo;4
30103059;DoIWD;7
30103059;Madzi Alipo;5
30103060;Madzi Alipo;2
30103061;Madzi Alipo;2
30103062;Madzi Alipo;1
30103064;DoIWD;9
30103064;Madzi Alipo;9
30103065;DoIWD;6
30103065;Madzi Alipo;6
30103066;DoIWD;5
30103066;Madzi Alipo;2
30103066;OSM;1
30103067;DoIWD;10
30103068;DoIWD;13
30103068;Madzi Alipo;2
30103068;OSM;3
30103069;DoIWD;17
30103069;Madzi Alipo;3
30103070;DoIWD;10
30103070;Madzi Alipo;5
30103071;DoIWD;4
30103071;OSM;2
30103072;DoIWD;5
30103072;Madzi Alipo;3
30104001;DoIWD;1
30104002;DoIWD;11
30104002;Madzi Alipo;5
30104003;DoIWD;3
30104003;Madzi Alipo;4
30104004;DoIWD;3
30104004;Madzi Alipo;4
30104005;DoIWD;7
30104005;Madzi Alipo;2
30104006;DoIWD;1
30104007;DoIWD;8
30104007;Madzi Alipo;3
30104008;DoIWD;6
30104008;Madzi Alipo;7
30104009;DoIWD;4
30104009;Madzi Alipo;4
30104010;DoIWD;8
30104010;Madzi Alipo;6
30104011;DoIWD;5
30104011;Madzi Alipo;5
30104012;DoIWD;6
